server_speedup_label,server_speedup,network_speed_label,network_speed,network_stability,split_layer,device_inference_time,edge_inference_time,network_time
x5,5,mid,5000,0.05,15,0.03668335712247931,0.013464398053006837,0.016544926087145084
x5,5,mid,5000,0.05,15,0.03690790931325129,0.012774900659611475,0.017282374460608343
x5,5,mid,5000,0.05,15,0.034405432435605704,0.013129093593249753,0.016210833826667652
x5,5,mid,5000,0.05,15,0.03897640926913172,0.012241025679492739,0.017099479076459173
x5,5,mid,5000,0.05,15,0.03794703211685173,0.01241768268103657,0.017150347376467635
x5,5,mid,5000,0.05,15,0.03829569779992904,0.012606815020998221,0.01736874866438754
x5,5,mid,5000,0.05,15,0.03605188042418308,0.012582466700452377,0.01581668501976141
x5,5,mid,5000,0.05,15,0.03727524069345387,0.012810379415985661,0.0157126805891111
x5,5,mid,5000,0.05,15,0.03786589096311176,0.012986663081476491,0.016873218693797584
x5,5,mid,5000,0.05,15,0.035926579093488,0.013145145144669522,0.016645938826118662
x5,5,mid,5000,0.05,15,0.03551515784987522,0.01253870015503065,0.016003950145626035
x5,5,mid,5000,0.05,15,0.037451108978145124,0.013886676781940565,0.015753936102887216
x5,5,mid,5000,0.05,15,0.03721364069555624,0.012697143920436625,0.01663635334098687
x5,5,mid,5000,0.05,15,0.03743214485680777,0.013377849737204262,0.016685107783246687
x5,5,mid,5000,0.05,15,0.034975913854190896,0.01272559409072776,0.01694566262485028
x5,5,mid,5000,0.05,15,0.03394838823908456,0.013042926450657539,0.017337110259341825
x5,5,mid,5000,0.05,15,0.03456140013588033,0.012790074098840913,0.015855422733403915
x5,5,mid,5000,0.05,15,0.037052258937866005,0.013412991343213164,0.017995560808983978
x5,5,mid,5000,0.05,15,0.03277595189920064,0.012694537034329836,0.0171585499039501
x5,5,mid,5000,0.05,15,0.035772396301777525,0.012909850042938511,0.016920769588114195
x5,5,mid,5000,0.05,15,0.03465015695770432,0.013175069765553871,0.016537067812344028
x5,5,mid,5000,0.05,15,0.03711217319324082,0.012747332948466297,0.016428043621606166
x5,5,mid,5000,0.05,15,0.03595783344823609,0.012991234994728993,0.015936431911391723
